ID Lote,Cliente,Peso (kg),Programa,Humectante (g),Dispersante (g),Anti-quiebre (g),Detergente (g),Suavizante (g),Blanqueador (g),Desinfectante (ml),Fecha/Hora,Estado
22,33,56.00,ESTANDAR,0,0,0,187,467,0,0,2026-09-03 16:41:20,PROCESADO
